KEGG ID	UniProt ID	Gene	Protein	# SR in AS	Mean SR - AS minimum distance	cys in AS	# SR in BS	Mean SR - BS minimum distance	cys in BS	# Disulfide bonds	Mean S-S - AS/BS minimum distance	Cofactor	Subsystem	Evidence	Study organism	ecNumber	EC class	BRENDA evidence	BRENDA organism
PP_4213	Q88F85	pvdM	Dipeptidase	0	0.0	0	0	0.0	0	0	0.0		S_Iron_uptake_and_metabolism				Unk		
PP_4216	Q88F82	pvdE	Pyoverdine ABC export system, fused ATPase and permease components	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_4222	Q88F76		SyrP protein	0	0.0	0	0	0.0	0	0	0.0	Fe(2+) (Fe)	S_Iron_uptake_and_metabolism				Unk		
PP_4223	Q88F75	pvdH	Diaminobutyrate-2-oxoglutarate transaminase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Ectoine_Metabolism			2.6.1.76	Transferases		
PP_4237	Q88F62	dsbG	Thiol:disulfide interchange protein	0	0.0	0	0	0.0	0	0	0.0		Unassigned				Unk		
PP_4243	Q88F56	pvdL	Non-ribosomal peptide synthase (Subunit of ferribactin synthase)	0	0.0	0	0	0.0	0	0	0.0		S_Iron_uptake_and_metabolism AND S_Fatty_Acid__Biosynthesis				Unk		
PP_4266	Q88F33	apt	Adenine phosphoribosyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Purine_Metabolism			2.4.2.7	Transferases		
PP_4281	Q88F18	guaD	Guanine deaminase	0	0.0	0	0	0.0	0	0	0.0	Zn(2+) (Zn)	S_Purine_Metabolism			3.5.4.3	Hydrolases		
PP_4282	Q88F17	aqpZ	Aquaporin Z	0	0.0	0	4	5.08	1	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_4284	Q88F15		Transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_4285	Q88F14	pucM	5-hydroxyisourate hydrolase	0	0.0	0	3	4.05	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Nucleotide_Metabolism			3.5.2.17	Hydrolases		
PP_4287	Q88F12	pucL	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Nucleotide_Metabolism			4.1.1.97	Lyases		
PP_4288	P59285	allA	Ureidoglycolate lyase	0	0.0	0	0	0.0	0	0	0.0	Ni(2+) (Ni)	S_Alternate_Carbon_and_Nitrogen_source__Nucleotide_Metabolism			4.3.2.3	Lyases		
PP_4290	Q88F10	uacT	Uric acid permease	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_4291	Q88F09		Nucleoside-specific outer membrane channel protein Tsx	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Outer_Membrane				Unk		
PP_4293	Q88F07		Nucleoside-specific outer membrane channel protein Tsx	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Outer_Membrane				Unk		
PP_4297	Q88F03	gcl	Glyoxylate carboligase	0	0.0	0	0	0.0	0	0	0.0		S_Glyoxylate_and_dicarboxylate_metabolism			4.1.1.47	Lyases		
PP_4298	Q88F02	hyi	Hydroxypyruvate isomerase	0	3.81	0	0	0.0	0	0	0.0		S_Glyoxylate_and_dicarboxylate_metabolism			5.3.1.22	Isomerases		
PP_4299	Q88F01	glxR	Tartronate semialdehyde reductase	0	5.43	0	0	0.0	0	0	0.0		S_Glyoxylate_and_dicarboxylate_metabolism			1.1.1.60	Oxidoreductases		
PP_4300	Q88F00	ttuD	Hydroxypyruvate reductase	0	0.0	0	0	0.0	0	0	0.0		S_Glyoxylate_and_dicarboxylate_metabolism AND S_Alternate_Carbon			2.7.1.165	Transferases		
PP_4301	Q88EZ9	pyk	Pyruvate kinase	0	0.0	0	0	0.0	0	0	0.0		S_Gluconeogenesis			2.7.1.40	Transferases		
PP_4302	Q88EZ8		Urea transporter	0	0.0	0	1	3.87	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_4309	Q88EZ1		Transporter, NCS1 nucleoside transporter family	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_4310	Q88EZ0		Hydantoin racemase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Nucleotide_Metabolism			5.1.99.5	Isomerases		
PP_4327	Q88EX5	ccmA	Cytochrome c biogenesis ATP-binding export protein CcmA	0	0.0	0	2	6.48	0	0	0.0		S_Iron_uptake_and_metabolism AND S_Transport__ABC_system			7.6.2.5	Translocases		
PP_4346	Q88EV6	ddlA	D-alanine--D-alanine ligase A	0	0.0	0	14	6.07	2	0	0.0	Mn(2+) (Mn)	S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis			6.3.2.4	Ligases		
PP_4379	Q88ES4		Beta-ketoacyl-acyl-carrier-protein synthase I	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Biotin_Biosynthesis AND S_Fatty_Acid__Biosynthesis			2.3.1.180	Transferases		
PP_4405	Q88EP8		diguanylate cyclase	0	0.0	0	0	0.0	0	0	0.0		S_Purine_Metabolism			2.7.7.65	Transferases		
PP_4421	Q88EN3		Aminotransferase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Ectoine_Metabolism			2.6.1.76	Transferases		
PP_4422	Q88EN2	gabD-II	Succinate-semialdehyde dehydrogenase (NADP+)	0	0.0	0	0	0.0	0	0	0.0		S_Glutamate_Metabolism AND S_Alternate_Carbon_and_Nitrogen_source__Ectoine_Metabolism			1.2.1.16	Oxidoreductases		
PP_4423	Q88EN1		Succinylglutamate desuccinylase/Aspartoacylase catalytic domain-containing protein	0	0.0	0	0	0.0	0	0	0.0	Zn(2+) (Zn)	S_Alternate_Carbon_and_Nitrogen_source__Ectoine_Metabolism			3.5.1.125	Hydrolases		
PP_4430	Q88EM4		Threonine dehydratase	0	0.0	0	0	0.0	0	0	0.0		S_Glycine__Serine_and_threonine_metabolism			4.3.1.19	Lyases		
PP_4431	Q88EM3	ocd	Ornithine cyclodeaminase 1	0	0.0	0	0	0.0	0	0	0.0		S_Arginine_and_Proline_Metabolism				Unk		
PP_4432	Q88EM2		Xaa-Pro aminopeptidase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Ectoine_Metabolism			3.5.4.44	Hydrolases		
PP_4434	Q88EM0	dadA1	D-amino acid dehydrogenase 1	0	0.0	0	4	5.52	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__D_Amino_acids_Metabolism AND S_Lysine_Metabolism			1.4.99.-	Oxidoreductases		
PP_4469	Q88EJ3	phnN	Ribose 1,5-bisphosphate phosphokinase PhnN	0	0.0	0	1	6.55	0	0	0.0		S_Alternate_Carbon__Ribose_Metabolism			2.7.4.23	Transferases		
PP_4471	Q88EJ1	mgtE	Magnesium transporter MgtE	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_4473	Q88EI9		Aspartate kinase	0	0.0	0	0	0.0	0	0	0.0		S_Lysine_Metabolism			2.7.2.4	Transferases		
PP_4474	Q88EI8	alaS	Alanine--tRNA ligase	0	0.0	0	4	4.73	1	0	0.0	Zn(2+) (Zn)	S_tRNA_Charging			6.1.1.7	Ligases		
PP_4475	Q88EI7	astE	Succinylglutamate desuccinylase	0	3.8	0	2	4.08	0	0	0.0	Zn(2+) (Zn)	S_Arginine_and_Proline_Metabolism			3.5.1.96	Hydrolases		
PP_4477	Q88EI5	astB	N-succinylarginine dihydrolase	2	5.63	1	5	5.7	0	0	0.0		S_Arginine_and_Proline_Metabolism			3.5.3.23	Hydrolases		
PP_4478	Q88EI4	astD	N-succinylglutamate 5-semialdehyde dehydrogenase	1	3.82	1	2	5.14	0	0	0.0		S_Arginine_and_Proline_Metabolism			1.2.1.71	Oxidoreductases		
PP_4481	P59319	argD	Acetylornithine aminotransferase	0	0.0	0	3	4.48	0	0	0.0		S_Arginine_and_Proline_Metabolism AND S_Urea_cycleamino_group_metabolism AND S_Lysine_Metabolism			2.6.1.11	Transferases		
PP_4487	Q88EH6	acsA1	Acetyl-coenzyme A synthetase 1	0	0.0	0	12	5.19	0	0	0.0		S_Gluconeogenesis			6.2.1.1	Ligases		
PP_4492	Q88EH1	yhhS	Uncharacterized MFS-type transporter PP_4492	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_4493	Q88EH0	ydiJ	D-2-hydroxyglutarate dehydrogenase	0	0.0	0	6	4.75	4	0	0.0	[4Fe-4S] cluster (Fe4S4)	S_Glycine__Serine_and_threonine_metabolism			1.1.99.39	Oxidoreductases		
PP_4495	Q88EG8	aroP-II	Aromatic amino acid transport protein	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_4523	Q88EE2		Agmatinase	0	0.0	0	2	5.23	0	0	0.0	Mn(2+) (Mn)	S_Arginine_and_Proline_Metabolism			3.5.3.7	Hydrolases		
PP_4524	Q88EE1		Sodium-solute symporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_4545	Q88EC1		Beta-ketodecanoyl-(Acyl-carrier-protein) synthase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Biotin_Biosynthesis AND S_Fatty_Acid__Biosynthesis			2.3.1.207	Transferases		
PP_4548	Q88EB8		Oxidoreductase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism				Unk		
PP_4549	Q88EB7	fadD-I	Long-chain-fatty-acid--CoA ligase	0	0.0	0	0	0.0	0	0	0.0		S_Valine__Leucine__and_Isoleucine_Metabolism AND S_PHAs_Metabolism AND S_Fatty_Acid__Biosynthesis AND S_Fatty_Acid_Metabolism			6.2.1.3	Ligases		
PP_4550	Q88EB6	fadD-II	Long-chain-fatty-acid--CoA ligase	0	0.0	0	0	0.0	0	0	0.0		S_PHAs_Metabolism AND S_Fatty_Acid__Biosynthesis AND S_Fatty_Acid_Metabolism			6.2.1.3	Ligases		
PP_4550 	Q88EB6	fadD-II	Long-chain-fatty-acid--CoA ligase	0	0.0	0	0	0.0	0	0	0.0		S_PHAs_Metabolism AND S_Fatty_Acid_Metabolism			6.2.1.3	Ligases		
PP_4552	Q88EB4		MaoC-like domain-containing protein	0	0.0	0	0	0.0	0	0	0.0		S_PHAs_Metabolism				Unk		
PP_4570	Q88E96		Aspartyl/asparaginy/proline hydroxylase domain-containing protein	0	0.0	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__Lipid_A_Biosynthesis				Unk		
PP_4571	Q88E95	cysK	Cysteine synthase	0	0.0	0	2	4.37	0	0	0.0		S_Cysteine_Metabolism			2.5.1.47	Transferases		
PP_4600	Q88E67	moaB-II	Molybdenum cofactor biosynthesis protein B	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Molybdopterin_Biosynthesis			2.7.7.75	Transferases		
PP_4617	Q88E51	ldh	Leucine dehydrogenase	0	6.1	0	1	5.04	0	0	0.0		S_Valine__Leucine__and_Isoleucine_Metabolism			1.4.1.9	Oxidoreductases		
PP_4619	Q88E49	hmgC	Maleylacetoacetate isomerase	0	0.0	0	0	0.0	0	0	0.0		S_Aromatic_Compounds_Degradation__Homogentisate_pathway			5.2.1.2	Isomerases		
PP_4620	Q88E48	hmgB	fumarylacetoacetase	1	6.5	0	5	4.41	0	0	0.0		S_Aromatic_Compounds_Degradation__Homogentisate_pathway			3.7.1.2	Hydrolases		
PP_4621	Q88E47	hmgA	Homogentisate 1,2-dioxygenase	1	3.84	0	3	5.4	0	0	0.0	Fe cation (Fe)	S_Aromatic_Compounds_Degradation__Homogentisate_pathway	BRENDA		1.13.11.5	Oxidoreductases		
PP_4632	Q88E36	folM	Dihydromonapterin reductase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Folate_Biosynthesis			1.5.1.3	Oxidoreductases		
PP_4635	Q88E33	fabV	Enoyl-[acyl-carrier-protein] reductase [NADH]	1	3.83	0	4	6.15	0	0	0.0		S_Fatty_Acid__Biosynthesis			1.3.1.9	Oxidoreductases		
PP_4636	Q88E32	yqeF	Acetyl-CoA acetyltransferase	3	4.87	2	0	0.0	0	0	0.0		S_Butanoate_Metabolism AND S_Alternate_Carbon_and_Nitrogen_source__Amines_and_Polyamines_Metabolism			2.3.1.9	Transferases		
PP_4639	Q88E29	zinU	P-loop guanosine triphosphatase-dependent zinc chaperone	0	0.0	0	0	0.0	0	0	0.0		S_Nucleotide_Salvage_Pathway				Unk		
PP_4643	Q88E25		Xanthine/uracil permease family protein	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_4646	Q88E22	fpr-II	ferredoxin--NADP(+) reductase	0	0.0	0	0	0.0	0	0	0.0		S_Iron_uptake_and_metabolism			1.18.1.2	Oxidoreductases		
PP_4653	Q88E15	purP	Adenine:H+ symporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_4659	Q88E09	ggt	Glutathione hydrolase proenzyme	1	4.29	0	3	4.31	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis			3.4.19.13	Hydrolases		
PP_4666	Q88E02	mmsB	3-hydroxyisobutyrate dehydrogenase	0	5.55	0	0	0.0	0	0	0.0		S_Valine__Leucine__and_Isoleucine_Metabolism			1.1.1.31	Oxidoreductases		
PP_4670	Q88DZ8	TpbB	Diguanylate cyclase	0	0.0	0	0	0.0	0	0	0.0		S_Purine_Metabolism			2.7.7.65	Transferases		
PP_4677	Q88DZ1		CDP-diacylglycerol--serine O-phosphatidyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Glycerophospholipid_Metabolism			2.7.8.8	Transferases		
PP_4678	Q88DZ0	ilvC	Ketol-acid reductoisomerase (NADP(+))	1	6.42	0	3	4.93	0	0	0.0		S_Valine__Leucine__and_Isoleucine_Metabolism			1.1.1.86	Oxidoreductases		
PP_4683	Q88DY5	mrcB	Penicillin-binding protein 1B	0	3.85	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis			3.4.16.4	Hydrolases		
PP_4698	Q88DX0	folK	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Folate_Biosynthesis			2.7.6.3	Transferases		
PP_4699	Q88DW9	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase	0	3.83	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Pantothenate_and_CoA_Biosynthesis			2.1.2.11	Transferases		
PP_4700	Q88DW8	panC	Pantothenate synthetase	1	5.17	0	6	4.81	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Pantothenate_and_CoA_Biosynthesis			6.3.2.1	Ligases		
PP_4701	Q88DW7	pgi2	Glucose-6-phosphate isomerase 2	1	5.31	0	0	0.0	0	0	0.0		S_Pentose_Phosphate_Pathway AND S_Glycolysis			5.3.1.9	Isomerases		
PP_4702	Q88DW6	acsA2	Acetyl-coenzyme A synthetase 2	0	0.0	0	10	4.99	0	0	0.0		S_Gluconeogenesis			6.2.1.1	Ligases		
PP_4716	Q88DV3	glmM	Phosphoglucosamine mutase	0	3.89	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis			5.4.2.10	Isomerases		
PP_4717	Q88DV2	folP	Dihydropteroate synthase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Folate_Biosynthesis			2.5.1.15	Transferases		
PP_4725	Q88DU4	dapB	4-hydroxy-tetrahydrodipicolinate reductase	1	3.85	0	7	5.14	0	0	0.0		S_Lysine_Metabolism			1.17.1.8	Oxidoreductases		
PP_4735	Q88DT4	lldP	L-lactate permease	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_4736	Q88DT3	lldD	L-lactate dehydrogenase	1	5.54	0	13	4.53	0	0	0.0		S_Pyruvate_Metabolism			1.1.-.-	Oxidoreductases		
PP_4737	Q88DT2	dld2	D-lactate dehydrogenase (cytochrome)	0	0.0	0	0	0.0	0	0	0.0		S_Pyruvate_Metabolism			1.1.2.4	Oxidoreductases		
PP_4756	Q88DR7	gabP-V	Gamma-aminobutyrate permease	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_4757	Q88DR6	gudD	Glucarate dehydratase	1	4.44	0	7	4.96	0	0	0.0		S_Alternate_Carbon__Ascorbate_and_Aldarate_Metabolism			4.2.1.40	Lyases		
PP_4758	Q88DR5		Major facilitator family transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_4762	Q88DR1	tesB	Acyl-CoA thioesterase 2	0	0.0	0	0	0.0	0	0	0.0		S_PHAs_Metabolism AND S_Fatty_Acid_Metabolism			3.1.2.20	Hydrolases		
PP_4774	Q88DP9	fieF	Cation-efflux pump FieF	0	0.0	0	0	0.0	0	0	0.0		S_Heavy_Metal_Tolerance				Unk		
PP_4779	Q88DP5	amn	AMP nucleosidase	0	0.0	0	0	0.0	0	0	0.0		S_Purine_Metabolism			3.2.2.4	Hydrolases		
PP_4782	Q88DP2	thiD	hydroxymethylpyrimidine kinase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Thiamine_Metabolism			2.7.1.49	Transferases		
PP_4783	Q88DP1	thiE	Thiamine-phosphate synthase	0	0.0	0	4	4.85	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Thiamine_Metabolism			2.5.1.3	Transferases		
PP_4784	Q88DP0	hemL	Glutamate-1-semialdehyde 2,1-aminomutase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism			5.4.3.8	Isomerases		
PP_4794	Q88DN1	leuS	Leucine--tRNA ligase	0	0.0	0	0	0.0	0	0	0.0		S_tRNA_Charging			6.1.1.4	Ligases		
PP_4799	Q88DM6		Muramoyltetrapeptide carboxypeptidase	1	4.51	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis			3.4.17.13	Hydrolases		
PP_4800	Q88DM5	lipA	Lipoyl synthase	0	0.0	0	6	4.4	6	0	0.0	[4Fe-4S] cluster (Fe4S4)	S_Cofactor_and_Prosthetic_Group_Biosynthesis			2.8.1.8	Transferases		
PP_4801	Q88DM4	lipB	Octanoyltransferase	1	3.83	1	6	4.65	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis			2.3.1.181	Transferases		
PP_4803	Q88DM2	dacA	serine-type D-Ala-D-Ala carboxypeptidase	0	4.84	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis			3.4.16.4	Hydrolases		
PP_4805	Q88DM0	mltB	Membrane-bound lytic murein transglycosylase B	0	3.83	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis			4.2.2.29	Lyases		
PP_4807	Q88DL8	mrdA-II	Peptidoglycan D,D-transpeptidase MrdA	0	3.88	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis			3.4.16.4	Hydrolases		
PP_4810	Q88DL5	nadD	Probable nicotinate-nucleotide adenylyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Nicotinamide_Biosynthesis			2.7.7.18	Transferases		
PP_4811	Q88DL4	proA	Gamma-glutamyl phosphate reductase	0	0.0	0	0	0.0	0	0	0.0		S_Glutamate_Metabolism			1.2.1.41	Oxidoreductases		
PP_4817	Q88DK8		MaoC domain protein	0	0.0	0	0	0.0	0	0	0.0		S_PHAs_Metabolism				Unk		
PP_4822	Q88DK3	purH	Bifunctional purine biosynthesis protein PurH	0	0.0	0	0	0.0	0	0	0.0		S_Purine_Metabolism			3.5.4.10	Hydrolases		
PP_4823	Q88DK2	purD	Phosphoribosylamine--glycine ligase	0	0.0	0	11	6.67	0	0	0.0	Mn(2+) (Mn)	S_Purine_Metabolism			6.3.4.13	Ligases		
PP_4826	Q88DJ9	cobJ	Precorrin-3B C17-methyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism			3.7.1.12	Hydrolases		
PP_4827	Q88DJ8	cobI	Precorrin-2 C(20)-methyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism			2.1.1.130	Transferases		
PP_4828	Q88DJ7	cobH	Precorrin-8X methylmutase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism			5.4.99.61	Isomerases		
PP_4829	Q88DJ6	cobG	Precorrin-3B synthase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism			1.14.13.83	Oxidoreductases		
PP_4830	Q88DJ5	cobL	Precorrin-6Y C(5,15)-methyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism			2.1.1.132	Transferases		
PP_4832	Q88DJ3	cobK	Precorrin-6x reductase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism			1.3.1.54	Oxidoreductases		
PP_4840	Q88DI5	cycA	D-alanine, beta-alanine, D-serine, glycine permease	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_4846	Q88DH9	mnaT	L-methionine sulfoximine/L-methionine sulfone acetyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Methionine_Metabolism AND Unassigned				Unk		
PP_4862	Q88DG3	ydfG	3-hydroxy acid dehydrogenase, NADP-dependent / malonic semialdehyde reductase	0	0.0	0	0	0.0	0	0	0.0		S_Glycine__Serine_and_threonine_metabolism			1.1.1.381	Oxidoreductases		
PP_4868	Q88DF7	pncB	Nicotinate phosphoribosyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Nicotinamide_Biosynthesis			6.3.4.21	Ligases		
PP_4869	Q88DF6	nadE	NH(3)-dependent NAD(+) synthetase	0	0.0	0	4	4.82	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Nicotinamide_Biosynthesis			6.3.1.5	Ligases		
PP_4889	Q88DD8	purA	Adenylosuccinate synthetase	1	5.42	0	14	5.17	0	0	0.0		S_Purine_Metabolism			6.3.4.4	Ligases		
PP_4893	Q88DD4	hflX	GTPase HflX	0	0.0	0	8	4.84	0	0	0.0		S_Nucleotide_Salvage_Pathway				Unk		
PP_4897	Q88DD0	amiC	N-acetylmuramoyl-L-alanine amidase AmiC	0	0.0	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis			3.5.1.28	Hydrolases		
PP_4900	Q88DC7	queG	Epoxyqueuosine reductase	0	7.28	0	13	4.53	9	0	0.0	[4Fe-4S] cluster (Fe4S4) AND cob(II)alamin (C62H88CoN13O14P)	S_Cofactor_and_Prosthetic_Group_Biosynthesis__Queuosine_biosynthesis			1.17.99.6	Oxidoreductases		
PP_4903	Q88DC4	rsgA	Small ribosomal subunit biogenesis GTPase RsgA	0	0.0	0	4	5.06	3	0	0.0	Zn(2+) (Zn)	S_Nucleotide_Salvage_Pathway AND Biomass and maintenance functions			3.6.1.-	Hydrolases		
PP_4908	Q88DB9	psd	Phosphatidylserine decarboxylase proenzyme	1	3.91	0	0	0.0	0	0	0.0		S_Glycerophospholipid_Metabolism			4.1.1.65	Lyases		
PP_4909	Q88DB8	serB	Phosphoserine phosphatase	0	3.83	0	0	0.0	0	0	0.0		S_Glycine__Serine_and_threonine_metabolism			3.1.3.3	Hydrolases		
PP_4919	Q88DA8	nudF	ADP-ribose pyrophosphatase	0	0.0	0	0	0.0	0	0	0.0		S_Purine_Metabolism			3.6.1.13	Hydrolases		
PP_4922	Q88DA5	thiC	Phosphomethylpyrimidine synthase	0	0.0	0	12	5.06	3	0	0.0	[4Fe-4S] cluster (Fe4S4)	S_Cofactor_and_Prosthetic_Group_Biosynthesis__Thiamine_Metabolism			4.1.99.17	Lyases		
PP_4928	Q88D99	waaA	3-deoxy-D-manno-octulosonic acid transferase	0	6.58	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__Lipid_A_Biosynthesis			2.4.99.12	Transferases		
PP_4934	Q88D93	hldE	Bifunctional protein HldE	0	3.86	0	1	5.07	0	0	0.0		S_Cell_Envelope_Biosynthesis__Biosynthesis_of_L_glycero_D_manno_heptose__Hep_			2.7.1.167	Transferases		
PP_4935	Q88D92	msbA	ATP-dependent lipid A-core flippase	0	0.0	0	1	6.42	0	0	0.0		S_Transport__ABC_system AND S_Cell_Envelope_Biosynthesis__LPS_Biosynthesis			7.5.2.6	Translocases		
PP_4936	Q88D91	wzy	O-antigen polymerase	0	0.0	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__O_antigen_Biosynthesis				Unk		
PP_4943	Q88D84		Glycosyl transferase	0	0.0	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__LPS_Biosynthesis				Unk		
PP_4944	Q88D83		Carbamoyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__LPS_Biosynthesis				Unk		
PP_4946	Q88D81	putP	Sodium/proline symporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_4947	Q88D80	putA	Bifunctional protein PutA	1	3.83	1	0	0.0	0	0	0.0		S_Arginine_and_Proline_Metabolism AND S_Glutamate_Metabolism			1.2.1.88	Oxidoreductases		
PP_4960	Q88D67	fba	Fructose-1,6-bisphosphate aldolase	0	3.88	0	4	4.84	0	0	0.0	Zn(2+) (Zn) AND Zn(2+) (Zn)	S_Glycolysis			4.1.2.13	Lyases		
PP_4963	Q88D64	pgk	Phosphoglycerate kinase	0	0.0	0	8	5.67	0	0	0.0		S_Gluconeogenesis			2.7.2.3	Transferases		
PP_4964	Q88D63	epd	Erythrose-4-phosphate dehydrogenase	1	3.85	1	2	4.83	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Vitamin_B6_Metabolism			1.2.1.72	Oxidoreductases		
PP_4965	Q88D62	tktA	Transketolase	0	3.85	0	11	4.81	0	0	0.0	Co(2+) (Co) AND Mn(2+) (Mn) AND Co(2+) (Co)	S_Pentose_Phosphate_Pathway			2.2.1.1	Transferases		
PP_4967	Q88D60	metK	S-adenosylmethionine synthase	0	0.0	0	2	5.28	0	0	0.0		S_Methionine_Metabolism			2.5.1.6	Transferases		
PP_4971	Q88D56		Membrane-bound lytic murein transglycosylase A	0	0.0	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis			4.2.2.n1	Lyases		
